combo,spearman,countries,num_countries
"['Maize flour', 'Mangoes']",0.3776061776061776,"['Colombia', 'Rwanda']",2
"['Maize flour', 'Cassava']",0.2904482507709757,"['Democratic Republic of the Congo', 'Gambia', 'Rwanda']",3
"['Maize flour', 'Livestock (Goat)']",-0.2469841375796534,['Rwanda'],1
"['Maize flour', 'Livestock (Sheep)']",-0.3998284678115372,['Rwanda'],1
"['Maize flour', 'Potatoes (Irish)']",-0.2637399107532228,"['Gambia', 'Rwanda']",2
"['Maize flour', 'Beans (dry)']",-0.004639078222533816,"['Gambia', 'Rwanda']",2
"['Maize flour', 'Sorghum flour']",0.12513440917340274,['Rwanda'],1
"['Maize flour', 'Peppers (green)']",0.08343801038553238,['Rwanda'],1
"['Maize flour', 'Eggplants']",0.3278025283426522,['Rwanda'],1
"['Maize flour', 'Passion fruit']",0.5098701913849669,['Rwanda'],1
"['Maize flour', 'Zucchini']",0.4137109498521055,['Rwanda'],1
"['Maize flour', 'Cassava leaves']",0.42007722007722015,['Rwanda'],1
"['Maize flour', 'Peas (fresh)']",-0.36396396396396397,['Rwanda'],1
"['Maize flour', 'Meat (goat)']",-0.4001058754257302,['Rwanda'],1
"['Maize flour', 'Beans (green, fresh)']",-0.4566280566280566,['Rwanda'],1
"['Beans (red)', 'Chickpeas (imported)']",-0.4511693834160171,['Colombia'],1
"['Beans (red)', 'Meat (beef, minced)']",0.23633814082585314,['Colombia'],1
"['Beans (red)', 'Cassava (dry)']",0.683450018632669,"['Colombia', 'South Sudan']",2
"['Beans (red)', 'Beans (silk red)']",0.8283471144951864,['El Salvador'],1
"['Garlic', 'Onions (red)']",0.48333126700368717,"['Colombia', 'Egypt', 'Philippines', 'Rwanda']",4
"['Garlic', 'Onions (white)']",0.6566618042485668,"['Colombia', 'Egypt', 'Philippines', 'Rwanda']",4
"['Garlic', 'Oil (sunflower)']",0.34496975395718055,"['Colombia', 'Egypt', 'Turkey']",3
"['Garlic', 'Tea']",0.38081751595177565,"['Gambia', 'Turkey']",2
"['Garlic', 'Potatoes (Irish)']",0.3330329087073113,"['Gambia', 'Philippines', 'Rwanda']",3
"['Garlic', 'Chickpeas']",0.3775602497567201,"['Jordan', 'Turkey']",2
"['Garlic', 'Meat (lamb)']",-0.30561285599712945,['Jordan'],1
"['Onions (red)', 'Onions (white)']",0.6941457766534226,"['Colombia', 'Egypt', 'Philippines', 'Rwanda']",4
"['Onions (red)', 'Eggs (white, AA)']",-0.5684638057155456,['Colombia'],1
"['Onions (red)', 'Potatoes (Irish)']",0.3968242792977154,"['Philippines', 'Rwanda']",2
"['Onions (red)', 'Rice (regular, milled)']",0.6055459425562637,['Philippines'],1
"['Onions (white)', 'Eggs (white, AA)']",-0.4968422601906187,['Colombia'],1
"['Onions (white)', 'Potatoes (Irish)']",0.39640395886188734,"['Philippines', 'Rwanda']",2
"['Plantains', 'Salt']",-0.4635971170570836,"['Colombia', 'Democratic Republic of the Congo', 'Guatemala']",3
"['Plantains', 'Oranges (big size)']",0.3441884440920838,['Colombia'],1
"['Plantains', 'Bananas']",0.2773092227729447,"['Colombia', 'Guatemala']",2
"['Plantains', 'Fish (smoked)']",0.28984717459832754,"['Congo', 'Democratic Republic of the Congo']",2
"['Plantains', 'Fish (salted)']",0.3808619577943424,"['Congo', 'Democratic Republic of the Congo']",2
"['Plantains', 'Maize meal']",-0.1698506097239192,['Democratic Republic of the Congo'],1
"['Plantains', 'Cassava']",0.4903021039001111,['Democratic Republic of the Congo'],1
"['Plantains', 'Meat (goat, with bones)']",0.2841270543694082,['Democratic Republic of the Congo'],1
"['Plantains', 'Cassava (chikwangue)']",0.13961740674613288,['Democratic Republic of the Congo'],1
"['Cocoa', 'Cassava (fresh)']",0.3006785590554791,"[""Cote d'Ivoire""]",1
"['Cocoa', 'Peanut']",-0.3872379167882633,"[""Cote d'Ivoire""]",1
"['Coffee', 'Milk (powder)']",0.3193825748850149,['Guatemala'],1
"['Coffee', 'Bulgur']",0.3330972028568623,['Turkey'],1
"['Fish (dry)', 'Rice (denikassia, imported)']",0.43662608801696434,"[""Cote d'Ivoire""]",1
"['Fish (dry)', 'Cornstarch']",0.6812847540595278,"[""Cote d'Ivoire""]",1
"['Fish (dry)', 'Fish (appolo)']",0.49324099263102245,"[""Cote d'Ivoire""]",1
"['Fish (dry)', 'Peanut']",-0.3223906070474148,"[""Cote d'Ivoire""]",1
"['Salt', 'Coffee (instant)']",0.3987367689115346,"['Colombia', 'Turkey']",2
"['Salt', 'Fish (smoked)']",0.680151007992919,['Democratic Republic of the Congo'],1
"['Salt', 'Meat (chicken, frozen)']",-0.005161707559498315,['Tajikistan'],1
"['Salt', 'Fish (salted)']",-0.4943269252748867,['Democratic Republic of the Congo'],1
"['Salt', 'Maize meal']",-0.09428506169188729,"['Democratic Republic of the Congo', 'Swaziland']",2
"['Salt', 'Cassava']",-0.5269849836129872,"['Democratic Republic of the Congo', 'Gambia']",2
"['Salt', 'Meat (goat, with bones)']",0.38228332494690864,['Democratic Republic of the Congo'],1
"['Salt', 'Cassava (chikwangue)']",0.2793803040604335,['Democratic Republic of the Congo'],1
"['Salt', 'Meat (mutton)']",0.3396758906105891,"['Gambia', 'Kyrgyzstan', 'Tajikistan', 'Turkey']",4
"['Salt', 'Milk (powder)']",-0.45102330145798875,"['Gambia', 'Guatemala', 'Lebanon']",3
"['Salt', 'Tea (black)']",0.36483167850714693,"['Kyrgyzstan', 'Tajikistan']",2
"['Salt', 'Pulses']",0.12517156564676218,['Myanmar'],1
"['Salt', 'Oil (cotton)']",0.2485848389146298,"['Kyrgyzstan', 'Tajikistan']",2
"['Salt', 'Tea (green)']",-0.134402901944558,"['Kyrgyzstan', 'Tajikistan', 'Turkey']",3
"['Salt', 'Wheat flour (first grade)']",0.28239317082109877,"['Kyrgyzstan', 'Tajikistan']",2
"['Salt', 'Wheat flour (high quality)']",0.21869780322323198,"['Kyrgyzstan', 'Tajikistan']",2
"['Salt', 'Wheat flour (local)']",0.32469732835058374,['Tajikistan'],1
"['Salt', 'Bread (common)']",0.46892607016531174,['Turkey'],1
"['Rice (paddy)', 'Peas (green, dry)']",-0.3410862879129839,['Colombia'],1
"['Rice (paddy)', 'Fish (tilapia)']",-0.40006976875036965,['Colombia'],1
"['Rice (paddy)', 'Potatoes (Irish)']",-0.3941192433590424,['Philippines'],1
"['Chickpeas (imported)', 'Eggs (white, AA)']",0.2233314434282596,['Colombia'],1
"['Chickpeas (imported)', 'Meat (beef, minced)']",-0.6169819630633024,['Colombia'],1
"['Chickpeas (imported)', 'Coffee (instant)']",0.4503378909004733,['Colombia'],1
"['Eggs (white, AA)', 'Potatoes (unica)']",0.39305019305019306,['Colombia'],1
"['Eggs (white, AA)', 'Bananas']",-0.4193427816209097,['Colombia'],1
"['Meat (beef, minced)', 'Sugar (brown, loaf)']",-0.3601617908408548,['Colombia'],1
"['Sugar (brown)', 'Coffee (instant)']",-0.3353234910985671,['Colombia'],1
"['Sugar (brown)', 'Rice (ordinary, second quality)']",-0.37441543222448836,"[""Lao People's Democratic Republic""]",1
"['Sugar (brown)', 'Oil (soybean)']",0.33757498938323716,"[""Lao People's Democratic Republic""]",1
"['Sugar (brown)', 'Meat (beef, first quality)']",-0.0077393378091138165,"[""Lao People's Democratic Republic""]",1
"['Sugar (brown)', 'Meat (beef, second quality)']",-0.4620326831332336,"[""Lao People's Democratic Republic""]",1
"['Sugar (brown)', 'Meat (buffalo, first quality)']",-0.0077393378091138165,"[""Lao People's Democratic Republic""]",1
"['Sugar (brown)', 'Meat (buffalo, second quality)']",-0.11075451845842843,"[""Lao People's Democratic Republic""]",1
"['Sugar (brown)', 'Meat (pork, first quality)']",0.3605980584422523,"[""Lao People's Democratic Republic""]",1
"['Sugar (brown)', 'Meat (pork, second quality)']",0.37441543222448836,"[""Lao People's Democratic Republic""]",1
"['Sugar (brown)', 'Rice (glutinous, first quality)']",-0.5333973417587154,"[""Lao People's Democratic Republic""]",1
"['Sugar (brown)', 'Rice (glutinous, second quality)']",-0.5055158067053342,"[""Lao People's Democratic Republic""]",1
"['Sugar (brown)', 'Garlic (small)']",0.6038596398555418,"[""Lao People's Democratic Republic""]",1
"['Sugar (brown)', 'Fish (snake head)']",0.8248436851079832,"[""Lao People's Democratic Republic""]",1
"['Sugar (brown)', 'Fish (catfish)']",-0.8266783748612584,"[""Lao People's Democratic Republic""]",1
"['Sugar (brown)', 'Fish (tilapia, farmed)']",0.1441253670000433,"[""Lao People's Democratic Republic""]",1
"['Bananas', 'Spinach']",0.12610597547020952,"['Colombia', 'Rwanda']",2
"['Bananas', 'Papaya']",-0.16757561873023383,"['Colombia', 'Rwanda']",2
"['Bananas', 'Mangoes']",-0.4787744915558198,"['Colombia', 'Rwanda']",2
"['Bananas', 'Cassava']",0.40120304587356886,"['Gambia', 'Rwanda']",2
"['Bananas', 'Livestock (Goat)']",0.1432406719938043,['Rwanda'],1
"['Bananas', 'Livestock (Sheep)']",0.4338664217843549,['Rwanda'],1
"['Bananas', 'Meat (mutton)']",0.4604196164242502,"['Gambia', 'Rwanda', 'Turkey']",3
"['Bananas', 'Potatoes (Irish)']",0.2580150009802587,"['Gambia', 'Rwanda']",2
"['Bananas', 'Beans (dry)']",0.06852221976097841,"['Gambia', 'Rwanda']",2
"['Bananas', 'Oil (olive)']",0.35718882739091257,"['Jordan', 'Turkey']",2
"['Bananas', 'Meat (lamb)']",0.3415031360559985,['Jordan'],1
"['Bananas', 'Bulgur']",0.41023361819817195,['Turkey'],1
"['Bananas', 'Sorghum flour']",0.11355709723348381,['Rwanda'],1
"['Bananas', 'Peppers (green)']",0.10436679676397616,['Rwanda'],1
"['Bananas', 'Eggplants']",0.2673767131224718,"['Rwanda', 'Turkey']",2
"['Bananas', 'Passion fruit']",0.41434981848434577,['Rwanda'],1
"['Bananas', 'Zucchini']",0.11203226303263096,['Rwanda'],1
"['Bananas', 'Avocados']",0.4070415687109767,['Rwanda'],1
"['Bananas', 'Cassava leaves']",0.43171171171171174,['Rwanda'],1
"['Bananas', 'Peas (fresh)']",-0.060389699295474386,['Rwanda'],1
"['Bananas', 'Meat (goat)']",-0.3844054051127445,['Rwanda'],1
"['Spinach', 'Papaya']",-0.5996312711770428,"['Colombia', 'Rwanda']",2
"['Spinach', 'Mangoes']",-0.49272543390410983,"['Colombia', 'Rwanda']",2
"['Spinach', 'Cassava']",-0.658943266168573,['Rwanda'],1
"['Spinach', 'Potatoes (Irish)']",0.29511385267994833,['Rwanda'],1
"['Spinach', 'Beans (dry)']",-0.3665121025436106,['Rwanda'],1
"['Spinach', 'Sorghum flour']",0.14589913247100916,['Rwanda'],1
"['Spinach', 'Peppers (green)']",0.36169952961924623,['Rwanda'],1
"['Spinach', 'Eggplants']",0.40750414661808343,['Rwanda'],1
"['Spinach', 'Passion fruit']",0.41095319472144204,['Rwanda'],1
"['Spinach', 'Zucchini']",-0.4019642042218735,['Rwanda'],1
"['Spinach', 'Avocados']",-0.39090096157139986,['Rwanda'],1
"['Spinach', 'Cassava leaves']",-0.5060489060489061,['Rwanda'],1
"['Spinach', 'Peas (fresh)']",0.40615116812896745,['Rwanda'],1
"['Spinach', 'Meat (goat)']",0.5209511049546696,['Rwanda'],1
"['Spinach', 'Beans (green, fresh)']",0.2930139220878111,['Rwanda'],1
"['Fish (tilapia)', 'Lentils (imported)']",-0.3486423122944168,['Colombia'],1
"['Papaya', 'Mangoes']",0.5292254532073535,"['Colombia', 'Rwanda']",2
"['Papaya', 'Cassava']",0.5418106333415781,['Rwanda'],1
"['Papaya', 'Livestock (Goat)']",0.48966108966108973,['Rwanda'],1
"['Papaya', 'Livestock (Sheep)']",0.37930356904465357,['Rwanda'],1
"['Papaya', 'Potatoes (Irish)']",0.35284014173902145,['Rwanda'],1
"['Papaya', 'Beans (dry)']",0.17944454468167084,['Rwanda'],1
"['Papaya', 'Sorghum flour']",-0.4807036538661647,['Rwanda'],1
"['Papaya', 'Peppers (green)']",0.43627787954551706,['Rwanda'],1
"['Papaya', 'Eggplants']",-0.32509297485240674,['Rwanda'],1
"['Papaya', 'Passion fruit']",-0.3736873230372977,['Rwanda'],1
"['Papaya', 'Zucchini']",0.5410123885725063,['Rwanda'],1
"['Papaya', 'Avocados']",0.408465859730643,['Rwanda'],1
"['Papaya', 'Peas (fresh)']",-0.3430090421299141,['Rwanda'],1
"['Papaya', 'Meat (goat)']",0.08718093690925381,['Rwanda'],1
"['Papaya', 'Beans (green, fresh)']",-0.3116594425175111,['Rwanda'],1
"['Mangoes', 'Livestock (Goat)']",-0.46661962657403383,['Rwanda'],1
"['Mangoes', 'Potatoes (Irish)']",0.2565156988052237,['Rwanda'],1
"['Mangoes', 'Beans (dry)']",0.46430970092082474,['Rwanda'],1
"['Mangoes', 'Sorghum flour']",0.33386961907091556,['Rwanda'],1
"['Mangoes', 'Peppers (green)']",0.39588774659627685,['Rwanda'],1
"['Mangoes', 'Eggplants']",0.049145122451030615,['Rwanda'],1
"['Mangoes', 'Zucchini']",0.456639109649933,['Rwanda'],1
"['Mangoes', 'Avocados']",0.4485199485199486,['Rwanda'],1
"['Mangoes', 'Peas (fresh)']",0.3637299705067107,['Rwanda'],1
"['Milk (pasteurized)', 'Oil (sunflower)']",0.1080450986686824,"['Colombia', 'India', 'Turkey']",3
"['Milk (pasteurized)', 'Tea (black)']",0.22558153555708102,['India'],1
"['Milk (pasteurized)', 'Oil (mustard)']",0.39340980774152745,['India'],1
"['Milk (pasteurized)', 'Salt (iodised)']",0.3063343098727053,['India'],1
"['Milk (pasteurized)', 'Chickpeas']",0.2913001764375048,"['Jordan', 'Turkey']",2
"['Milk (pasteurized)', 'Bread (pita)']",-0.5224183137645768,"['Jordan', 'Turkey']",2
"['Milk (pasteurized)', 'Cheese (white, boiled)']",0.50944383750767,['Jordan'],1
"['Coffee (instant)', 'Meat (mutton)']",0.5855322435319861,['Turkey'],1
"['Oil (sunflower)', 'Maize meal']",0.4077900207595846,"['Lesotho', 'Swaziland']",2
"['Oil (sunflower)', 'Meat (mutton)']",0.017372573600221153,"['Kyrgyzstan', 'Turkey']",2
"['Oil (sunflower)', 'Milk (powder)']",-0.3933075933075934,['Lebanon'],1
"['Oil (sunflower)', 'Oil (mustard)']",0.21260538221666522,['India'],1
"['Oil (sunflower)', 'Salt (iodised)']",-0.10845882874142512,['India'],1
"['Oil (sunflower)', 'Bread (pita)']",0.44185597620295036,"['Lebanon', 'Turkey']",2
"['Oil (sunflower)', 'Wheat flour (first grade)']",0.5421838378045313,"['Kyrgyzstan', 'Ukraine']",2
"['Oil (sunflower)', 'Rice (imported, Egyptian)']",0.4857142857142857,['Lebanon'],1
"['Oil (sunflower)', 'Cheese (picon)']",0.46077611267304464,"['Egypt', 'Lebanon']",2
"['Oil (sunflower)', 'Meat (beef, canned)']",0.42651222651222653,['Lebanon'],1
"['Oil (sunflower)', 'Bread (brown)']",0.4473411849297907,['Lesotho'],1
"['Oil (sunflower)', 'Peas (split, dry)']",0.23908866546599356,['Lesotho'],1
"['Oil (sunflower)', 'Beans (sugar-red)']",0.3006052280487978,['Lesotho'],1
"['Cassava (fresh)', 'Rice (denikassia, imported)']",0.36548514713331304,"[""Cote d'Ivoire""]",1
"['Cassava (fresh)', 'Cornstarch']",0.3314273388319489,"[""Cote d'Ivoire""]",1
"['Cassava (fresh)', 'Fish (appolo)']",0.31561341184998587,"[""Cote d'Ivoire""]",1
"['Cassava (fresh)', 'Peanut']",-0.38963470427709984,"[""Cote d'Ivoire""]",1
"['Fish (smoked)', 'Fish (salted)']",0.547526055942867,"['Congo', 'Democratic Republic of the Congo']",2
"['Fish (smoked)', 'Maize meal']",-0.5073943089707891,['Democratic Republic of the Congo'],1
"['Fish (smoked)', 'Meat (goat, with bones)']",0.39622468840867797,['Democratic Republic of the Congo'],1
"['Fish (smoked)', 'Cassava (chikwangue)']",0.33719112884754937,['Democratic Republic of the Congo'],1
"['Meat (chicken, frozen)', 'Meat (mutton)']",0.37829159023882486,['Tajikistan'],1
"['Meat (chicken, frozen)', 'Tea (black)']",0.11730232290879407,['Tajikistan'],1
"['Meat (chicken, frozen)', 'Oil (cotton)']",0.15670193929638176,['Tajikistan'],1
"['Meat (chicken, frozen)', 'Tea (green)']",-0.10296726864576754,['Tajikistan'],1
"['Meat (chicken, frozen)', 'Wheat flour (first grade)']",0.25814161031906313,['Tajikistan'],1
"['Meat (chicken, frozen)', 'Wheat flour (high quality)']",0.2190355137503025,['Tajikistan'],1
"['Meat (chicken, frozen)', 'Wheat flour (local)']",0.3048314936899179,['Tajikistan'],1
"['Fish (salted)', 'Maize meal']",-0.4555126555126556,['Democratic Republic of the Congo'],1
"['Fish (salted)', 'Meat (goat, with bones)']",0.25904827995894186,['Democratic Republic of the Congo'],1
"['Fish (salted)', 'Cassava (chikwangue)']",-0.1351688408726379,['Democratic Republic of the Congo'],1
"['Beans (black)', 'Rice (milled 80-20)']",0.27117499517653876,['Costa Rica'],1
"['Beans (black)', 'Rice (ordinary, second quality)']",0.4254610608004021,['Guatemala'],1
"['Beans (black)', 'Tortilla (maize)']",0.19753031892058895,['Guatemala'],1
"['Beans (black)', 'Oil (vegetable, imported)']",0.1600548113196451,['Haiti'],1
"['Beans (black)', 'Wheat flour (imported)']",0.40349280934269,['Haiti'],1
"['Beans (black)', 'Maize meal (local)']",0.4254538070544475,['Haiti'],1
"['Rice (denikassia, imported)', 'Cornstarch']",0.3092929460985237,"[""Cote d'Ivoire""]",1
"['Rice (denikassia, imported)', 'Fish (appolo)']",0.528277101352158,"[""Cote d'Ivoire""]",1
"['Rice (denikassia, imported)', 'Peanut']",-0.5640595127465444,"[""Cote d'Ivoire""]",1
"['Cornstarch', 'Fish (appolo)']",0.44682986812376013,"[""Cote d'Ivoire""]",1
"['Cornstarch', 'Peanut']",-0.39620888807427673,"[""Cote d'Ivoire""]",1
"['Fish (appolo)', 'Peanut']",-0.5598360086379622,"[""Cote d'Ivoire""]",1
"['Maize meal', 'Meat (goat, with bones)']",-0.4127226976736568,['Democratic Republic of the Congo'],1
"['Maize meal', 'Cassava (chikwangue)']",-0.36843992710945067,['Democratic Republic of the Congo'],1
"['Maize meal', 'Bread (brown)']",0.1890256020237974,['Lesotho'],1
"['Maize meal', 'Peas (split, dry)']",0.3128495509936353,['Lesotho'],1
"['Maize meal', 'Beans (sugar-red)']",0.3831668314315548,['Lesotho'],1
"['Cassava', 'Livestock (Sheep)']",-0.3890758539272016,['Rwanda'],1
"['Cassava', 'Potatoes (Irish)']",-0.03782074426489526,"['Gambia', 'Rwanda']",2
"['Cassava', 'Beans (dry)']",0.24316020707328043,"['Gambia', 'Rwanda']",2
"['Cassava', 'Plantains (apentu)']",0.18786211773105155,['Ghana'],1
"['Cassava', 'Yam']",0.2959658711795988,['Ghana'],1
"['Cassava', 'Sorghum flour']",0.21502740855414407,['Rwanda'],1
"['Cassava', 'Peppers (green)']",-0.3946143743395127,['Rwanda'],1
"['Cassava', 'Eggplants']",-0.20273057759859647,['Rwanda'],1
"['Cassava', 'Passion fruit']",0.24299628377683763,['Rwanda'],1
"['Cassava', 'Zucchini']",0.5063063063063064,['Rwanda'],1
"['Cassava', 'Avocados']",0.3587532447323321,['Rwanda'],1
"['Cassava', 'Peas (fresh)']",0.3544401544401545,['Rwanda'],1
"['Cassava', 'Meat (goat)']",-0.40551703755145796,['Rwanda'],1
"['Meat (goat, with bones)', 'Cassava (chikwangue)']",0.10926581568663846,['Democratic Republic of the Congo'],1
"['Livestock (Goat)', 'Livestock (Sheep)']",0.6002948021940929,"['Ethiopia', 'Rwanda']",2
"['Livestock (Goat)', 'Beans (dry)']",-0.25662684078910813,['Rwanda'],1
"['Livestock (Goat)', 'Sorghum flour']",0.09393360571032461,['Rwanda'],1
"['Livestock (Goat)', 'Peppers (green)']",0.37756771548984847,['Rwanda'],1
"['Livestock (Goat)', 'Eggplants']",0.36927000817578326,['Rwanda'],1
"['Livestock (Goat)', 'Passion fruit']",0.3598735956613145,['Rwanda'],1
"['Livestock (Goat)', 'Zucchini']",0.34527216649531794,['Rwanda'],1
"['Livestock (Goat)', 'Avocados']",-0.2526705630789104,['Rwanda'],1
"['Livestock (Goat)', 'Cassava leaves']",-0.453548187769647,['Rwanda'],1
"['Livestock (Goat)', 'Meat (goat)']",0.5470625056772176,['Rwanda'],1
"['Livestock (Sheep)', 'Potatoes (Irish)']",-0.30058349541539325,['Rwanda'],1
"['Livestock (Sheep)', 'Beans (dry)']",-0.4584298584298585,['Rwanda'],1
"['Livestock (Sheep)', 'Sorghum flour']",-0.13876472276676183,['Rwanda'],1
"['Livestock (Sheep)', 'Peppers (green)']",0.38540835664469403,['Rwanda'],1
"['Livestock (Sheep)', 'Eggplants']",0.3675640468953539,['Rwanda'],1
"['Livestock (Sheep)', 'Zucchini']",0.46238486229611336,['Rwanda'],1
"['Livestock (Sheep)', 'Avocados']",-0.36796613335855866,['Rwanda'],1
"['Livestock (Sheep)', 'Cassava leaves']",-0.4163449163449164,['Rwanda'],1
"['Livestock (Sheep)', 'Meat (goat)']",0.43250108845344537,['Rwanda'],1
"['Beans (fava, dry)', 'Oil (olive)']",0.42369545945617554,['Jordan'],1
"['Maize (local)', 'Groundnuts (unshelled)']",-0.03898223124508766,['Gambia'],1
"['Maize (local)', 'Rice (long grain, imported)']",-0.39545781824520515,['Gambia'],1
"['Maize (local)', 'Maize (imported)']",0.6586485142188229,['Senegal'],1
"['Groundnuts (unshelled)', 'Rice (medium grain, imported)']",-0.46818136474114463,['Gambia'],1
"['Groundnuts (unshelled)', 'Rice (small grain, imported)']",-0.3502288004072006,['Gambia'],1
"['Rice (long grain, imported)', 'Rice (medium grain, imported)']",0.41020237291811673,['Gambia'],1
"['Rice (long grain, imported)', 'Rice (small grain, imported)']",0.440599532856358,['Gambia'],1
"['Rice (long grain, imported)', 'Rice (paddy, long grain, local)']",-0.3952278815806088,['Gambia'],1
"['Rice (medium grain, imported)', 'Rice (small grain, imported)']",0.5048306162440743,['Gambia'],1
"['Rice (small grain, imported)', 'Rice (paddy, long grain, local)']",-0.35577906713038593,['Gambia'],1
"['Tea', 'Tea (green)']",0.3851947287788076,['Turkey'],1
"['Tea', 'Oil']",0.4722064436014472,['Syrian Arab Republic'],1
"['Tea', 'Bread (bakery)']",0.09633994921975211,['Syrian Arab Republic'],1
"['Tea', 'Bread (shop)']",0.44780088414561997,['Syrian Arab Republic'],1
"['Meat (mutton)', 'Tea (black)']",0.32895843706410316,"['Kyrgyzstan', 'Tajikistan']",2
"['Meat (mutton)', 'Oil (cotton)']",0.45997250503088494,"['Kyrgyzstan', 'Tajikistan']",2
"['Meat (mutton)', 'Tea (green)']",-0.002952146701545283,"['Kyrgyzstan', 'Tajikistan', 'Turkey']",3
"['Meat (mutton)', 'Wheat flour (first grade)']",0.2566314680076479,"['Kyrgyzstan', 'Tajikistan']",2
"['Meat (mutton)', 'Wheat flour (high quality)']",0.28844991921026963,"['Kyrgyzstan', 'Tajikistan']",2
"['Meat (mutton)', 'Wheat flour (local)']",-0.33793386789486995,['Tajikistan'],1
"['Meat (mutton)', 'Meat (veal)']",0.49893755562116543,['Turkey'],1
"['Potatoes (Irish)', 'Beans (dry)']",0.3280525665643225,"['Gambia', 'Kenya', 'Rwanda']",3
"['Potatoes (Irish)', 'Peppers (green)']",0.35175444428178143,['Rwanda'],1
"['Potatoes (Irish)', 'Eggplants']",0.26201722700750213,['Rwanda'],1
"['Potatoes (Irish)', 'Passion fruit']",-0.3408971708762195,['Rwanda'],1
"['Potatoes (Irish)', 'Zucchini']",0.3940050977373222,['Rwanda'],1
"['Potatoes (Irish)', 'Avocados']",0.4110248496810991,['Rwanda'],1
"['Potatoes (Irish)', 'Cassava leaves']",0.38675817433421,['Rwanda'],1
"['Potatoes (Irish)', 'Peas (fresh)']",0.38008912702919656,['Rwanda'],1
"['Potatoes (Irish)', 'Meat (goat)']",-0.3666374716610957,['Rwanda'],1
"['Potatoes (Irish)', 'Beans (green, fresh)']",0.36926527598220327,['Rwanda'],1
"['Milk (powder)', 'Tortilla (maize)']",0.24926964265730925,['Guatemala'],1
"['Milk (powder)', 'Bread (pita)']",-0.3002660900465765,['Lebanon'],1
"['Milk (powder)', 'Bulgur']",-0.07909398760462588,['Lebanon'],1
"['Milk (powder)', 'Meat (beef, canned)']",0.10482703719785785,['Lebanon'],1
"['Milk (powder)', 'Fish (sardine, canned)']",0.37446512127949816,['Lebanon'],1
"['Beans (dry)', 'Cowpeas']",0.5023489295427076,['Mozambique'],1
"['Beans (dry)', 'Wheat flour (local)']",-0.39485406234606135,['Mozambique'],1
"['Beans (dry)', 'Maize meal (white, first grade)']",-0.35283894564901713,['Mozambique'],1
"['Beans (dry)', 'Oil (vegetable, local)']",0.3008848396690892,['Mozambique'],1
"['Beans (dry)', 'Sugar (brown, local)']",0.33603373983780743,['Mozambique'],1
"['Beans (dry)', 'Groundnuts (Mix)']",0.29847119570719854,['Mozambique'],1
"['Beans (dry)', 'Groundnuts (large, shelled)']",0.5118210405647688,['Mozambique'],1
"['Beans (dry)', 'Groundnuts (small, shelled)']",0.5073056515052009,['Mozambique'],1
"['Beans (dry)', 'Sorghum flour']",0.28864023660634364,['Rwanda'],1
"['Beans (dry)', 'Peppers (green)']",-0.10969305310050338,['Rwanda'],1
"['Beans (dry)', 'Eggplants']",-0.0032805551790783816,['Rwanda'],1
"['Beans (dry)', 'Passion fruit']",-0.4103343465045592,['Rwanda'],1
"['Beans (dry)', 'Zucchini']",0.39471542473303,['Rwanda'],1
"['Beans (dry)', 'Avocados']",0.37431017684903956,['Rwanda'],1
"['Beans (dry)', 'Cassava leaves']",0.43180041155715676,['Rwanda'],1
"['Beans (dry)', 'Peas (fresh)']",0.3969298159350953,['Rwanda'],1
"['Beans (dry)', 'Beans (green, fresh)']",0.36911196911196914,['Rwanda'],1
"['Beans (dry)', 'Maize meal (white, roller)']",0.5330844666904493,['Zambia'],1
"['Beans (dry)', 'Maize meal (white, breakfast)']",0.44007861203806303,['Zambia'],1
"['Plantains (apentu)', 'Yam']",0.48387706171237443,['Ghana'],1
"['Rice (ordinary, second quality)', 'Rice (ordinary, first quality)']",0.7988958437595344,"['Guatemala', ""Lao People's Democratic Republic""]",2
"['Rice (ordinary, second quality)', 'Meat (beef, first quality)']",-0.06298550566594535,"[""Lao People's Democratic Republic""]",1
"['Rice (ordinary, second quality)', 'Meat (beef, second quality)']",-0.22977141875925322,"[""Lao People's Democratic Republic""]",1
"['Rice (ordinary, second quality)', 'Meat (buffalo, first quality)']",0.162138809676067,"[""Lao People's Democratic Republic""]",1
"['Rice (ordinary, second quality)', 'Meat (buffalo, second quality)']",0.12402761105404621,"[""Lao People's Democratic Republic""]",1
"['Rice (ordinary, second quality)', 'Meat (pork, first quality)']",-0.8079430335798623,"[""Lao People's Democratic Republic""]",1
"['Rice (ordinary, second quality)', 'Meat (pork, second quality)']",-0.7915719939927794,"[""Lao People's Democratic Republic""]",1
"['Rice (ordinary, second quality)', 'Rice (glutinous, first quality)']",0.5990453872832462,"[""Lao People's Democratic Republic""]",1
"['Rice (ordinary, second quality)', 'Rice (glutinous, second quality)']",0.26929892382659504,"[""Lao People's Democratic Republic""]",1
"['Rice (ordinary, second quality)', 'Rice (glutinous, unmilled)']",0.10986103214180415,"[""Lao People's Democratic Republic""]",1
"['Rice (ordinary, second quality)', 'Rice (ordinary, unmilled)']",0.20798424428473247,"[""Lao People's Democratic Republic""]",1
"['Rice (ordinary, second quality)', 'Garlic (small)']",0.40587598148275084,"[""Lao People's Democratic Republic""]",1
"['Rice (ordinary, second quality)', 'Fish (snake head)']",-0.3316250971131183,"[""Lao People's Democratic Republic""]",1
